FlowID,releaseTime,finalTime,waitTime,numReroutes,startNodeID,endNodeID,slowdown
2981,0,1,0,0,20,0,1
2985,0,1,0,0,9,0,1
2988,0,1,0,0,19,0,1
2992,0,1,0,0,10,0,1
2998,0,1,0,0,10,0,1
3006,0,1,0,0,19,0,1
3010,0,1,0,0,10,0,1
3014,0,1,0,0,20,0,1
3026,0,1,0,0,19,0,1
3038,0,1,0,0,20,0,1
3050,0,1,0,0,19,0,1
3052,0,1,0,0,9,0,1
3055,0,1,0,0,19,0,1
3060,0,1,0,0,20,0,1
3064,0,1,0,0,19,0,1
3069,0,1,0,0,20,0,1
3074,0,1,0,0,20,0,1
3099,0,1,0,0,10,0,1
3102,0,1,0,0,20,0,1
3116,0,1,0,0,0,9,1
3140,0,1,0,0,9,0,1
3144,0,1,0,0,20,0,1
3156,0,1,0,0,9,0,1
3159,0,1,0,0,19,0,1
3161,0,1,0,0,19,0,1
3172,0,1,0,0,19,0,1
3197,0,1,0,0,9,0,1
3200,0,1,0,0,9,0,1
3203,0,1,0,0,20,0,1
3211,0,1,0,0,10,0,1
3216,0,1,0,0,10,0,1
3218,0,1,0,0,9,0,1
3221,0,1,0,0,10,0,1
3223,0,1,0,0,19,0,1
3229,0,1,0,0,19,0,1
3233,0,1,0,0,19,0,1
3237,0,1,0,0,20,0,1
3240,0,1,0,0,0,20,1
3242,0,1,0,0,0,10,1
3247,0,1,0,0,19,0,1
3263,0,1,0,0,19,0,1
3279,0,1,0,0,10,0,1
3287,0,1,0,0,20,0,1
3290,0,1,0,0,19,0,1
3295,0,1,0,0,19,0,1
3299,0,1,0,0,10,0,1
3313,0,1,0,0,20,0,1
3317,0,1,0,0,9,0,1
3329,0,1,0,0,10,0,1
3331,0,1,0,0,19,0,1
3335,0,1,0,0,19,0,1
3340,0,1,0,0,9,0,1
3343,0,1,0,0,10,0,1
3351,0,1,0,0,10,0,1
3357,0,1,0,0,19,0,1
3362,0,1,0,0,9,0,1
3374,0,1,0,0,19,0,1
3390,0,1,0,0,20,0,1
3394,0,1,0,0,20,0,1
3404,0,1,0,0,10,0,1
3407,0,1,0,0,20,0,1
3410,0,1,0,0,9,0,1
3426,0,1,0,0,9,0,1
3428,0,1,0,0,10,0,1
3432,0,1,0,0,9,0,1
3450,0,1,0,0,19,0,1
3459,0,1,0,0,19,0,1
3465,0,1,0,0,20,0,1
3470,0,1,0,0,10,0,1
3475,0,1,0,0,20,0,1
3482,0,1,0,0,20,0,1
3494,0,1,0,0,9,0,1
3496,0,1,0,0,19,0,1
3516,0,1,0,0,9,0,1
3521,0,1,0,0,9,0,1
3528,0,1,0,0,9,0,1
3532,0,1,0,0,10,0,1
3538,0,1,0,0,9,0,1
3540,0,1,0,0,0,10,1
3542,0,1,0,0,0,20,1
3551,0,1,0,0,10,0,1
3563,0,1,0,0,20,0,1
3566,0,1,0,0,10,0,1
3571,0,1,0,0,9,0,1
3573,0,1,0,0,20,0,1
3580,0,1,0,0,19,0,1
3599,0,1,0,0,9,0,1
3602,0,1,0,0,9,0,1
3610,0,1,0,0,10,0,1
3616,0,1,0,0,19,0,1
3618,0,1,0,0,9,0,1
3624,0,1,0,0,9,0,1
3647,0,1,0,0,10,0,1
3650,0,1,0,0,10,0,1
3656,0,1,0,0,19,0,1
3663,0,1,0,0,9,0,1
3676,0,1,0,0,9,0,1
3681,0,1,0,0,19,0,1
3683,0,1,0,0,19,0,1
3692,0,1,0,0,20,0,1
3701,0,1,0,0,19,0,1
3709,0,1,0,0,20,0,1
3711,0,1,0,0,20,0,1
3719,0,1,0,0,19,0,1
3730,0,1,0,0,9,0,1
3748,0,1,0,0,10,0,1
3751,0,1,0,0,19,0,1
3762,0,1,0,0,20,0,1
3765,0,1,0,0,10,0,1
3772,0,1,0,0,19,0,1
3774,0,1,0,0,19,0,1
3780,0,1,0,0,0,19,1
3783,0,1,0,0,9,0,1
3789,0,1,0,0,19,0,1
3792,0,1,0,0,9,0,1
3809,0,1,0,0,20,0,1
3811,0,1,0,0,20,0,1
3817,0,1,0,0,10,0,1
3825,0,1,0,0,19,0,1
3835,0,1,0,0,9,0,1
3839,0,1,0,0,20,0,1
3841,0,1,0,0,10,0,1
3851,0,1,0,0,10,0,1
3860,0,1,0,0,10,0,1
3862,0,1,0,0,9,0,1
3866,0,1,0,0,10,0,1
3870,0,1,0,0,9,0,1
3873,0,1,0,0,10,0,1
3876,0,1,0,0,9,0,1
3892,0,1,0,0,19,0,1
3897,0,1,0,0,19,0,1
3907,0,1,0,0,9,0,1
3912,0,1,0,0,20,0,1
3916,0,1,0,0,20,0,1
3918,0,1,0,0,9,0,1
3943,0,1,0,0,10,0,1
3945,0,1,0,0,20,0,1
3947,0,1,0,0,9,0,1
3949,0,1,0,0,10,0,1
3962,0,1,0,0,19,0,1
3966,0,1,0,0,10,0,1
3968,0,1,0,0,9,0,1
3988,0,1,0,0,10,0,1
3991,0,1,0,0,9,0,1
3999,0,1,0,0,19,0,1
4001,0,1,0,0,10,0,1
4012,0,1,0,0,10,0,1
4016,0,1,0,0,9,0,1
4020,0,1,0,0,20,0,1
4027,0,1,0,0,20,0,1
4035,0,1,0,0,9,0,1
4044,0,1,0,0,10,0,1
4046,0,1,0,0,9,0,1
4055,0,1,0,0,9,0,1
4057,0,1,0,0,19,0,1
4062,0,1,0,0,19,0,1
4066,0,1,0,0,10,0,1
4077,0,1,0,0,20,0,1
4093,0,1,0,0,10,0,1
4098,0,1,0,0,9,0,1
4101,0,1,0,0,9,0,1
4106,0,1,0,0,10,0,1
4108,0,1,0,0,19,0,1
4114,0,1,0,0,19,0,1
4120,0,1,0,0,9,0,1
4128,0,1,0,0,0,20,1
4131,0,1,0,0,10,0,1
4133,0,1,0,0,19,0,1
4135,0,1,0,0,20,0,1
4137,0,1,0,0,20,0,1
4139,0,1,0,0,20,0,1
4141,0,1,0,0,19,0,1
4148,0,1,0,0,20,0,1
4151,0,1,0,0,19,0,1
4153,0,1,0,0,19,0,1
4156,0,1,0,0,9,0,1
4169,0,1,0,0,10,0,1
4172,0,1,0,0,0,10,1
4176,0,1,0,0,19,0,1
4185,0,1,0,0,9,0,1
4188,0,1,0,0,0,20,1
4208,0,1,0,0,19,0,1
4214,0,1,0,0,19,0,1
4231,0,1,0,0,10,0,1
4235,0,1,0,0,19,0,1
4238,0,1,0,0,20,0,1
4253,0,1,0,0,0,20,1
4261,0,1,0,0,19,0,1
4269,0,1,0,0,9,0,1
4271,0,1,0,0,20,0,1
4285,0,1,0,0,10,0,1
4296,0,1,0,0,10,0,1
4304,0,1,0,0,10,0,1
4312,0,1,0,0,9,0,1
4324,0,1,0,0,10,0,1
4329,0,1,0,0,19,0,1
4350,0,1,0,0,9,0,1
4352,0,1,0,0,19,0,1
4357,0,1,0,0,10,0,1
4387,0,1,0,0,20,0,1
4390,0,1,0,0,19,0,1
4400,0,1,0,0,20,0,1
4406,0,1,0,0,10,0,1
4408,0,1,0,0,19,0,1
4410,0,1,0,0,10,0,1
4421,0,1,0,0,10,0,1
4442,0,1,0,0,10,0,1
4445,0,1,0,0,10,0,1
4447,0,1,0,0,10,0,1
4460,0,1,0,0,9,0,1
4467,0,1,0,0,19,0,1
4472,0,1,0,0,9,0,1
4480,0,1,0,0,19,0,1
4484,0,1,0,0,20,0,1
4486,0,1,0,0,20,0,1
4489,0,1,0,0,9,0,1
4492,0,1,0,0,10,0,1
4498,0,1,0,0,19,0,1
4502,0,1,0,0,10,0,1
4509,0,1,0,0,9,0,1
4523,0,1,0,0,9,0,1
4526,0,1,0,0,19,0,1
4529,0,1,0,0,0,19,1
4534,0,1,0,0,20,0,1
4537,0,1,0,0,20,0,1
4539,0,1,0,0,10,0,1
4558,0,1,0,0,19,0,1
4563,0,1,0,0,19,0,1
4569,0,1,0,0,20,0,1
4579,0,1,0,0,19,0,1
4584,0,1,0,0,19,0,1
4596,0,1,0,0,10,0,1
4598,0,1,0,0,9,0,1
4602,0,1,0,0,0,20,1
4608,0,1,0,0,9,0,1
4610,0,1,0,0,9,0,1
4613,0,1,0,0,19,0,1
4616,0,1,0,0,20,0,1
4618,0,1,0,0,10,0,1
4625,0,1,0,0,20,0,1
4627,0,1,0,0,20,0,1
4637,0,1,0,0,10,0,1
4641,0,1,0,0,20,0,1
4656,0,1,0,0,9,0,1
4666,0,1,0,0,20,0,1
4671,0,1,0,0,9,0,1
4676,0,1,0,0,19,0,1
4678,0,1,0,0,9,0,1
4688,0,1,0,0,20,0,1
4691,0,1,0,0,9,0,1
4693,0,1,0,0,9,0,1
4695,0,1,0,0,20,0,1
4704,0,1,0,0,9,0,1
4708,0,1,0,0,9,0,1
4710,0,1,0,0,10,0,1
4715,0,1,0,0,10,0,1
4730,0,1,0,0,20,0,1
4733,0,1,0,0,10,0,1
4755,0,1,0,0,20,0,1
4759,0,1,0,0,19,0,1
4769,0,1,0,0,20,0,1
4776,0,1,0,0,9,0,1
4783,0,1,0,0,9,0,1
4785,0,1,0,0,20,0,1
4793,0,1,0,0,19,0,1
4795,0,1,0,0,9,0,1
4805,0,1,0,0,9,0,1
4809,0,1,0,0,9,0,1
4818,0,1,0,0,9,0,1
4831,0,1,0,0,9,0,1
4839,0,1,0,0,19,0,1
4844,0,1,0,0,19,0,1
4852,0,1,0,0,19,0,1
4856,0,1,0,0,20,0,1
4872,0,1,0,0,0,19,1
4874,0,1,0,0,10,0,1
4878,0,1,0,0,20,0,1
4885,0,1,0,0,19,0,1
4887,0,1,0,0,19,0,1
4892,0,1,0,0,19,0,1
4896,0,1,0,0,9,0,1
4898,0,1,0,0,20,0,1
4915,0,1,0,0,20,0,1
4930,0,1,0,0,10,0,1
4937,0,1,0,0,20,0,1
4939,0,1,0,0,20,0,1
4946,0,1,0,0,10,0,1
4958,0,1,0,0,0,19,1
4971,0,1,0,0,10,0,1
4975,0,1,0,0,10,0,1
4982,0,1,0,0,10,0,1
4985,0,1,0,0,20,0,1
4989,0,1,0,0,19,0,1
5005,0,1,0,0,10,0,1
5008,0,1,0,0,20,0,1
5010,0,1,0,0,19,0,1
5013,0,1,0,0,9,0,1
5016,0,1,0,0,0,9,1
5019,0,1,0,0,20,0,1
5021,0,1,0,0,20,0,1
5026,0,1,0,0,20,0,1
5028,0,1,0,0,9,0,1
5033,0,1,0,0,10,0,1
5036,0,1,0,0,10,0,1
5042,0,1,0,0,20,0,1
5044,0,1,0,0,10,0,1
5046,0,1,0,0,9,0,1
5053,0,1,0,0,9,0,1
5056,0,1,0,0,10,0,1
5062,0,1,0,0,9,0,1
5065,0,1,0,0,0,10,1
5072,0,1,0,0,9,0,1
5076,0,1,0,0,19,0,1
5079,0,1,0,0,19,0,1
5090,0,1,0,0,20,0,1
5099,0,1,0,0,10,0,1
5105,0,1,0,0,19,0,1
5108,0,1,0,0,20,0,1
5123,0,1,0,0,10,0,1
5128,0,1,0,0,19,0,1
5139,0,1,0,0,19,0,1
5141,0,1,0,0,19,0,1
5143,0,1,0,0,0,9,1
5152,0,1,0,0,19,0,1
5155,0,1,0,0,9,0,1
5158,0,1,0,0,10,0,1
5166,0,1,0,0,9,0,1
5170,0,1,0,0,19,0,1
5175,0,1,0,0,9,0,1
5187,0,1,0,0,19,0,1
5211,0,1,0,0,19,0,1
5215,0,1,0,0,10,0,1
5224,0,1,0,0,9,0,1
5226,0,1,0,0,19,0,1
5229,0,1,0,0,9,0,1
5236,0,1,0,0,9,0,1
5244,0,1,0,0,9,0,1
5254,0,1,0,0,0,10,1
5259,0,1,0,0,20,0,1
5262,0,1,0,0,20,0,1
5280,0,1,0,0,10,0,1
5282,0,1,0,0,10,0,1
5285,0,1,0,0,19,0,1
5294,0,1,0,0,9,0,1
5318,0,1,0,0,20,0,1
5324,0,1,0,0,20,0,1
5346,0,1,0,0,9,0,1
5354,0,1,0,0,20,0,1
5360,0,1,0,0,9,0,1
5372,0,1,0,0,19,0,1
5381,0,1,0,0,10,0,1
5386,0,1,0,0,9,0,1
5392,0,1,0,0,9,0,1
5399,0,1,0,0,20,0,1
5407,0,1,0,0,9,0,1
5416,0,1,0,0,10,0,1
5420,0,1,0,0,20,0,1
5429,0,1,0,0,0,20,1
5434,0,1,0,0,9,0,1
5440,0,1,0,0,10,0,1
5446,0,1,0,0,10,0,1
5449,0,1,0,0,10,0,1
5452,0,1,0,0,10,0,1
5454,0,1,0,0,9,0,1
5467,0,1,0,0,19,0,1
5470,0,1,0,0,19,0,1
5476,0,1,0,0,9,0,1
5479,0,1,0,0,10,0,1
5489,0,1,0,0,10,0,1
5492,0,1,0,0,10,0,1
5495,0,1,0,0,9,0,1
5500,0,1,0,0,19,0,1
5504,0,1,0,0,19,0,1
5512,0,1,0,0,20,0,1
5515,0,1,0,0,20,0,1
5520,0,1,0,0,20,0,1
5525,0,1,0,0,10,0,1
5536,0,1,0,0,9,0,1
5543,0,1,0,0,9,0,1
5552,0,1,0,0,19,0,1
5563,0,1,0,0,9,0,1
5572,0,1,0,0,9,0,1
5581,0,1,0,0,19,0,1
5590,0,1,0,0,9,0,1
5593,0,1,0,0,20,0,1
5607,0,1,0,0,10,0,1
